Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
CPIX,Cumberland Pharmaceuticals Inc.,4.74,$77.3M,2009,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cpix
CMLS,Cumulus Media Inc.,0.3634,$85.19M,1998,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cmls
CRIS,"Curis, Inc.",2,$258.04M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cris
CUTR,"Cutera, Inc.",11.65,$151.36M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr
CVBF,CVB Financial Corporation,17.18,$1.83B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvbf
CVV,CVD Equipment Corporation,7.665,$47.51M,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cvv
CYAN,Cyanotech Corporation,4.89,$27.37M,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cyan
CYBR,CyberArk Software Ltd.,40.81,$1.36B,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cybr
CYBE,CyberOptics Corporation,17.42,$118.08M,1987,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/cybe
CYCC,"Cyclacel Pharmaceuticals, Inc.",0.39,$13.88M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cycc
CYCCP,"Cyclacel Pharmaceuticals, Inc.",4.21,$1.41M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyccp
CBAY,Cymabay Therapeutics Inc.,2.61,$61.2M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbay
CYNA,Cynapsus Therapeutics Inc.,12.04,$148.2M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyna
CYNO,"Cynosure, Inc.",48.94,$1.12B,2005,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cyno
CY,Cypress Semiconductor Corporation,9.03,$2.84B,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/cy
CYRN,CYREN Ltd.,1.7,$66.51M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyrn
CONE,CyrusOne Inc,44.12,$3.19B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cone
CYTK,"Cytokinetics, Incorporated",8.14,$322.29M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
CTMX,"CytomX Therapeutics, Inc.",12.99,$468.65M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctmx
CYTX,Cytori Therapeutics Inc,0.32,$62.46M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cytx
CTSO,Cytosorbents Corporation,4.32,$109.75M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ctso
CYTR,CytRx Corporation,3.26,$216.73M,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cytr
DJCO,Daily Journal Corp. (S.C.),195.55,$270M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/djco
DAKT,"Daktronics, Inc.",8.7,$382.61M,1994,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/dakt
DAIO,Data I/O Corporation,2.42,$19.13M,1981,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/daio
DTLK,Datalink Corporation,8.03,$176.2M,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/dtlk
DRAM,Dataram Corporation,0.6199,$3M,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/dram
DWCH,Datawatch Corporation,5.32,$62.45M,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch
PLAY,"Dave & Buster&#39;s Entertainment, Inc.",38.7,$1.61B,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/play
DTEA,DAVIDsTEA Inc.,11.21,$270.74M,2015,Consumer Non-Durables,Food Chains,http://www.nasdaq.com/symbol/dtea
DWSN,Dawson Geophysical Company,5.13,$110.96M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dwsn
DBVT,DBV Technologies S.A.,33.97,$1.3B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dbvt
DHRM,Dehaier Medical Systems Limited,1.9853,$11.61M,2010,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dhrm
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",15.91,$374.19M,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg
TACO,"Del Taco Restaurants, Inc.",9.05,$351.16M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/taco
TACOW,"Del Taco Restaurants, Inc.",1.8,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/tacow
DCTH,"Delcath Systems, Inc.",0.3196,$7.68M,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dcth
DGAS,"Delta Natural Gas Company, Inc.",25.6,$181.1M,1981,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/dgas
DELT,Delta Technology Holdings Limited,0.91,$8.71M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/delt
DELTW,Delta Technology Holdings Limited,0.08,n/a,2013,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/deltw
DENN,Denny&#39;s Corporation,9.89,$761.62M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn
XRAY,DENTSPLY SIRONA Inc.,59.6,$8.35B,1987,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray
DEPO,"Depomed, Inc.",17.38,$1.06B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo
DSCI,"Derma Sciences, Inc.",3.48,$90.08M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dsci
DERM,"Dermira, Inc.",25.29,$758.01M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/derm
DEST,Destination Maternity Corporation,6.97,$97.46M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest
DXLG,"Destination XL Group, Inc.",5.35,$271.95M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg
DSWL,"Deswell Industries, Inc.",1.66,$26.65M,1995,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl
DTRM,"Determine, Inc. ",1.42,$15.89M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dtrm
DXCM,"DexCom, Inc.",64.38,$5.26B,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm
DHXM,DHX Media Ltd.,6,$168.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dhxm
DHIL,"Diamond Hill Investment Group, Inc.",175.26,$595.66M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil
FANG,"Diamondback Energy, Inc.",86.58,$6.18B,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang
DCIX,Diana Containerships Inc.,1,$73.89M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix
DRNA,"Dicerna Pharmaceuticals, Inc.",4.62,$95.39M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna
DFBG,Differential Brands Group Inc.,4.65,$57.68M,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/dfbg
DGII,Digi International Inc.,10.57,$272.76M,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii
DMRC,Digimarc Corporation,29.84,$270.71M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc
DRAD,Digirad Corporation,5.83,$113.37M,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
DGLY,"Digital Ally, Inc.",4.44,$23.3M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly
APPS,"Digital Turbine, Inc.",0.858,$56.69M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/apps
DCOM,"Dime Community Bancshares, Inc.",18.11,$676.81M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
DMTX,"Dimension Therapeutics, Inc.",7.11,$177.9M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dmtx
DIOD,Diodes Incorporated,18.62,$899.28M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
DPRX,"Dipexium Pharmaceuticals, Inc.",12.98,$134.36M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dprx
DISCA,"Discovery Communications, Inc.",27.31,$11.22B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
DISCB,"Discovery Communications, Inc.",28.07,$11.53B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb
DISCK,"Discovery Communications, Inc.",26.78,$11B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,49.3,$22.91B,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
DVCR,Diversicare Healthcare Services Inc.,8.47,$53.2M,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr
SAUC,"Diversified Restaurant Holdings, Inc.",1.6011,$42.17M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sauc
DLHC,DLH Holdings Corp.,4.05,$39.35M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc
DNBF,DNB Financial Corp,27.24,$77.5M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf
DLTR,"Dollar Tree, Inc.",79.71,$18.75B,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr
DGICA,"Donegal Group, Inc.",15.31,$400.32M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",14.22,$371.82M,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb
DMLP,"Dorchester Minerals, L.P.",14.21,$435.9M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp
DORM,"Dorman Products, Inc.",53.8,$1.87B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
EAGL,Double Eagle Acquisition Corp.,9.6601,$603.76M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eagl
EAGLU,Double Eagle Acquisition Corp.,9.85,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eaglu
EAGLW,Double Eagle Acquisition Corp.,0.35,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eaglw
DDAY,"DraftDay Fantasy Sports, Inc.",0.309,$10.47M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/dday
DRWI,DragonWave Inc,6.23,$22.55M,2009,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwi
DRWIW,DragonWave Inc,0.0222,"$176,795.25 ",n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwiw
DWA,"Dreamworks Animation SKG, Inc.",39.9,$3.45B,2004,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/dwa
DRYS,DryShips Inc.,4.01,$107.8M,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys
DSKX,"DS Healthcare Group, Inc.",0.6699,$12.88M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/dskx
DSPG,"DSP Group, Inc.",9.5,$206.45M,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg
CADT,DT Asia Investments Limited,10.15,$90.61M,2014,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/cadt
CADTR,DT Asia Investments Limited,0.15,n/a,2014,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/cadtr
CADTU,DT Asia Investments Limited,11.4,n/a,2014,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/cadtu
CADTW,DT Asia Investments Limited,0.0586,n/a,2014,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/cadtw
DTSI,"DTS, Inc.",21.8,$381.21M,2003,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dtsi
DLTH,Duluth Holdings Inc.,23.79,$768.8M,2015,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dlth
DNKN,"Dunkin&#39; Brands Group, Inc.",46.5,$4.26B,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
DRRX,Durect Corporation,1.34,$163.57M,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",21.85,$314.99M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe
BOOM,Dynamic Materials Corporation,9.73,$139.38M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom
DYSL,Dynasil Corporation of America,1.62,$27.1M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dysl
DYNT,Dynatronics Corporation,2.88,$7.9M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,16.4,$631.11M,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,25.18,$7.12B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/etfc
EBMT,"Eagle Bancorp Montana, Inc.",13.56,$51.25M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",50.7,$1.7B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,0.83,$31.78M,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle
EGRX,"Eagle Pharmaceuticals, Inc.",37.86,$591.99M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/egrx
ELNK,EarthLink Holdings Corp.,5.81,$603.7M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/elnk
EWBC,"East West Bancorp, Inc.",37.49,$5.4B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc
EACQ,Easterly Acquisition Corp.,9.71,$242.75M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eacq
EACQU,Easterly Acquisition Corp.,9.9992,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eacqu
EACQW,Easterly Acquisition Corp.,0.3302,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eacqw
EML,Eastern Company (The),16.74,$104.59M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/eml
EVBS,"Eastern Virginia Bankshares, Inc.",7,$91.21M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbs
EVGBC,Eaton Vance NextShares Trust,100.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evgbc
EVSTC,Eaton Vance NextShares Trust,100.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evstc
EVLMC,Eaton Vance NextShares Trust II,100.01,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evlmc
EBAY,eBay Inc.,24.43,$27.91B,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebay
EBAYL,eBay Inc.,25.7,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebayl
EBIX,"Ebix, Inc.",48.12,$1.59B,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix
ELON,Echelon Corporation,5.55,$24.51M,1998,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon
ECHO,"Echo Global Logistics, Inc.",23.37,$702.07M,2009,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/echo
ECTE,"Echo Therapeutics, Inc.",1.2699,$14.13M,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ecte
SATS,EchoStar Corporation,40.92,$3.82B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",10.905,$46.8M,1987,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei
ECAC,E-compass Acquisition Corp.,10.13,$53.79M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/ecac
ECACR,E-compass Acquisition Corp.,0.26,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/ecacr
ECACU,E-compass Acquisition Corp.,10.25,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/ecacu
ESES,"Eco-Stim Energy Solutions, Inc.",2.9417,$39.94M,n/a,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/eses
EDAP,EDAP TMS S.A.,3.42,$86.81M,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap
EDGE,"Edge Therapeutics, Inc.",8.23,$237.13M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/edge
EDGW,"Edgewater Technology, Inc.",8.5075,$101.19M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/edgw
EDIT,"Editas Medicine, Inc.",33.05,$1.21B,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/edit
EDUC,Educational Development Corporation,14.21,$57.74M,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/educ
EFUT,eFuture Holding Inc.,6.15,$29.88M,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/efut
EGAN,eGain Corporation,3.72,$100.7M,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/egan
EGLT,Egalet Corporation,6.82,$171.08M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eglt
EHTH,"eHealth, Inc.",11.19,$203.04M,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth
EIGR,"Eiger BioPharmaceuticals, Inc.",20.68,$143.63M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/eigr
LOCO,"El Pollo Loco Holdings, Inc.",13.2,$505.35M,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/loco
EMITF,Elbit Imaging Ltd.,0.8488,$23.4M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,99.83,$4.27B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
ERI,"Eldorado Resorts, Inc.",13.12,$614.68M,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/eri
ELRC,Electro Rent Corporation,10.01,$242.2M,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/elrc
ESIO,"Electro Scientific Industries, Inc.",7.05,$219.45M,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esio
EA,Electronic Arts Inc.,61.85,$19.13B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",39.84,$1.88B,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",3.3801,$11.48M,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/else
ELEC,Electrum Special Acquisition Corporation,9.63,$240.75M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elec
ELECU,Electrum Special Acquisition Corporation,9.87,$246.75M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecu
ELECW,Electrum Special Acquisition Corporation,0.22,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecw
EBIO,"Eleven Biotherapeutics, Inc.",0.8679,$17.08M,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebio
RDEN,"Elizabeth Arden, Inc.",10.23,$306.38M,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/rden
CAPX,Elkhorn S&P 500 Capital Expenditures Portfolio,23.56,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/capx
ESBK,Elmira Savings Bank NY (The),18.4964,$50.03M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esbk
LONG,"eLong, Inc.",17.61,$633M,2004,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/long
ELTK,Eltek Ltd.,0.9401,$9.54M,1997,Technology,Electrical Products,http://www.nasdaq.com/symbol/eltk
EMCI,EMC Insurance Group Inc.,26.46,$551.19M,1982,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/emci
EMCF,Emclaire Financial Corp,24.0496,$51.58M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/emcf
EMKR,EMCORE Corporation,5.7,$147.67M,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/emkr
EMMS,Emmis Communications Corporation,0.59,$27.09M,1994,n/a,n/a,http://www.nasdaq.com/symbol/emms
NYNY,"Empire Resorts, Inc.",16.63,$516.06M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nyny
ERS,"Empire Resources, Inc.",3.53,$30M,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ers
ENTA,"Enanta Pharmaceuticals, Inc.",29.19,$552.43M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/enta
ECPG,Encore Capital Group Inc,28.15,$711.86M,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/ecpg
WIRE,Encore Wire Corporation,38.25,$791.31M,1992,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/wire
ENDP,Endo International plc,27,$6.01B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/endp
ECYT,"Endocyte, Inc.",3.9,$164.4M,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ecyt
ELGX,"Endologix, Inc.",11.22,$916.74M,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/elgx
EIGI,"Endurance International Group Holdings, Inc.",10.71,$1.47B,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eigi
WATT,Energous Corporation,10.2,$167.38M,2014,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/watt
EFOI,"Energy Focus, Inc.",7.82,$91.1M,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/efoi
ERII,"Energy Recovery, Inc.",12.16,$631.73M,2008,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/erii
